,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
451,2019-0016,1,2019-02-24,2.0,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-02-24,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40,2019-02-24 00:00:00
452,2019-0017,1,2019-03-03,7.0,MEXICO Y PICHINCHA,CALLE,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,2019,2019-03-03,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22,2019-03-07 00:00:00
453,2019-0018,1,2019-03-03,23.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,2019,2019-03-03,2019,3,3,PEATON,PEATON,FEMENINO,29,2019-03-03 00:00:00
454,2019-0019,1,2019-03-06,12.0,DEL LIBERTADOR AV. 6326,AVENIDA,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,2019,2019-03-06,2019,3,6,CONDUCTOR,MOTO,MASCULINO,SD,26/03/2019
455,2019-0020,1,2019-03-07,21.0,CHICLANA AV. 3444,AVENIDA,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,2019,2019-03-07,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43,2019-03-07 00:00:00
456,2019-0021,1,2019-03-15,22.0,BOYACA AV. Y YERBAL,AVENIDA,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,2019,2019-03-15,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23,2019-03-16 00:00:00
457,2019-0022,1,2019-03-15,0.0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD,2019,2019-03-15,2019,3,15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,2019-03-15 00:00:00
458,2019-0023,1,2019-03-16,8.0,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AVENIDA,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2019,2019-03-16,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34,2019-03-16 00:00:00
459,2019-0024,1,2019-03-19,7.0,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,2019,2019-03-19,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32,2019-03-19 00:00:00
460,2019-0025,1,2019-03-22,13.0,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,2019,2019-03-22,2019,3,22,PEATON,PEATON,MASCULINO,27,2019-04-04 00:00:00
461,2019-0026,1,2019-03-28,7.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-03-28,2019,3,28,PEATON,PEATON,MASCULINO,SD,2019-03-28 00:00:00
462,2019-0027,1,2019-03-28,11.0,SANTA FE AV. Y AZCUENAGA,AVENIDA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,2019,2019-03-28,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37,2019-03-28 00:00:00
463,2019-0028,1,2019-04-06,9.0,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-04-06,2019,4,6,PEATON,PEATON,FEMENINO,SD,2019-04-06 00:00:00
464,2019-0029,1,2019-04-07,10.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019,2019-04-07,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27,2019-04-07 00:00:00
465,2019-0030,1,2019-04-09,16.0,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,2019,2019-04-09,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25,2019-04-09 00:00:00
466,2019-0031,1,2019-04-12,19.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,2019,2019-04-12,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20,2019-04-12 00:00:00
467,2019-0032,1,2019-04-16,11.0,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11,-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO,2019,2019-04-16,2019,4,16,PEATON,PEATON,FEMENINO,83,2019-04-18 00:00:00
468,2019-0033,1,2019-04-18,1.0,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,1,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD,2019,2019-04-18,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25,2019-04-18 00:00:00
469,2019-0034,1,2019-04-21,9.0,"MORENO, PERITO AV. 3050",AVENIDA,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019,2019-04-21,2019,4,21,CONDUCTOR,MOTO,MASCULINO,SD,2019-04-21 00:00:00
470,2019-0035,1,2019-04-23,14.0,SUIPACHA 665,CALLE,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,2019,2019-04-23,2019,4,23,PEATON,PEATON,FEMENINO,75,2019-04-23 00:00:00
471,2019-0036,1,2019-04-26,22.0,RIGLOS Y FORMOSA,CALLE,6,-58.43680440,-34.62147504,MOTO-AUTO,MOTO,AUTO,2019,2019-04-26,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34,2019-05-02 00:00:00
472,2019-0037,1,2019-05-01,23.0,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,2019,2019-05-01,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17,2019-05-01 00:00:00
473,2019-0038,1,2019-05-04,14.0,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,2019,2019-05-04,2019,5,4,PEATON,PEATON,FEMENINO,42,2019-05-05 00:00:00
474,2019-0039,1,2019-05-09,3.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,2019,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,2019-05-09 00:00:00
475,2019-0040,1,2019-05-09,12.0,PUAN Y SANTANDER,CALLE,7,-58.44263580,-34.63679732,MOTO-SD,MOTO,SD,2019,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,2019-05-15 00:00:00
476,2019-0041,1,2019-05-11,20.0,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,2019,2019-05-11,2019,5,11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,2019-05-11 00:00:00
477,2019-0042,1,2019-05-14,15.0,LIMA Y CONSTITUCION,CALLE,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-05-14,2019,5,14,PEATON,PEATON,MASCULINO,39,2019-05-14 00:00:00
478,2019-0043,1,2019-05-21,9.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,2019,2019-05-21,2019,5,21,CICLISTA,BICICLETA,FEMENINO,SD,2019-05-21 00:00:00
479,2019-0044,1,2019-05-27,12.0,BOEDO AV. 650,AVENIDA,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,2019,2019-05-27,2019,5,27,PEATON,PEATON,FEMENINO,77,2019-05-29 00:00:00
480,2019-0045,1,2019-06-03,7.0,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,2019,2019-06-03,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33,2019-06-03 00:00:00
481,2019-0046,1,2019-06-04,9.0,GRAL PAZ Y CABILDO,AVENIDA,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,2019,2019-06-04,2019,6,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2019-06-04 00:00:00
482,2019-0047,1,2019-06-06,10.0,CASEROS AV. 1700,AVENIDA,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,2019,2019-06-06,2019,6,6,PEATON,PEATON,MASCULINO,76,2019-06-06 00:00:00
483,2019-0048,1,2019-06-07,7.0,AVELLANEDA AV. 1548,AVENIDA,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,2019,2019-06-07,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32,2019-06-07 00:00:00
484,2019-0049,1,2019-06-08,9.0,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,2019,2019-06-08,2019,6,8,PEATON,PEATON,FEMENINO,72,2019-06-09 00:00:00
485,2019-0050,1,2019-06-08,23.0,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,2019,2019-06-08,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21,2019-06-09 00:00:00
486,2019-0051,1,2019-06-11,10.0,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,2019,2019-06-11,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41,2019-06-11 00:00:00
487,2019-0053,1,2019-06-14,17.0,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,2019,2019-06-14,2019,6,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,2019-06-14 00:00:00
488,2019-0054,1,2019-06-20,3.0,GANDARA 2976,CALLE,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21,2019-06-20 00:00:00
489,2019-0055,1,2019-06-20,19.0,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47,2019-06-21 00:00:00
490,2019-0056,1,2019-06-29,17.0,BOYACA AV. 305,AVENIDA,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,2019,2019-06-29,2019,6,29,PEATON,PEATON,FEMENINO,75,2019-06-29 00:00:00
491,2019-0057,1,2019-07-05,19.0,ARTILLEROS Y LA PAMPA,CALLE,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,2019,2019-07-05,2019,7,5,PEATON,PEATON,FEMENINO,63,2019-07-08 00:00:00
492,2019-0058,1,2019-07-10,9.0,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-07-10,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39,2019-07-10 00:00:00
493,2019-0059,1,2019-07-13,22.0,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-07-13,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30,2019-07-13 00:00:00
494,2019-0060,1,2019-07-17,11.0,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,2019,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,78,2019-07-17 00:00:00
495,2019-0061,1,2019-07-17,18.0,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,58,2019-07-17 00:00:00
496,2019-0062,1,2019-08-01,23.0,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-08-01,2019,8,1,PEATON,PEATON,FEMENINO,60,2019-08-02 00:00:00
497,2019-0063,1,2019-08-04,1.0,FOREST AV. Y MAURE,AVENIDA,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-08-04,2019,8,4,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD,2019-08-04 00:00:00
498,2019-0064,1,2019-08-06,3.0,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO,2019,2019-08-06,2019,8,6,CONDUCTOR,MOTO,MASCULINO,20,2019-08-06 00:00:00
499,2019-0065,1,2019-08-08,16.0,BARCO CENTENERA DEL Y TILCARA,CALLE,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-08-08,2019,8,8,PEATON,PEATON,FEMENINO,55,2019-08-09 00:00:00
500,2019-0066,1,2019-08-11,21.0,RIESTRA AV. Y BOLIVAR,AVENIDA,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,2019,2019-08-11,2019,8,11,PEATON,PEATON,MASCULINO,40,2019-08-11 00:00:00
501,2019-0067,1,2019-08-14,15.0,"CASTRO, EMILIO 4706",CALLE,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,2019,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35,2019-08-14 00:00:00
502,2019-0068,1,2019-08-14,17.0,27 DE FEBRERO AV. 5600,AVENIDA,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,2019,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,2019-08-14 00:00:00
503,2019-0069,1,2019-08-17,5.0,"GARAY, JUAN DE AV. 2874",AVENIDA,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,2019,2019-08-17,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,2019-08-17 00:00:00
504,2019-0070,1,2019-08-22,12.0,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,-58.42686680,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,2019,2019-08-22,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,2019-08-22 00:00:00
505,2019-0071,1,2019-08-27,11.0,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS,2019,2019-08-27,2019,8,27,PEATON,PEATON,MASCULINO,SD,2019-08-27 00:00:00
506,2019-0072,1,2019-08-28,6.0,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO,2019,2019-08-28,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,2019-09-02 00:00:00
507,2019-0073,1,2019-08-29,1.0,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2019,2019-08-29,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,2019-09-06 00:00:00
508,2019-0074,1,2019-08-29,9.0,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS,2019,2019-08-29,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,2019-08-29 00:00:00
509,2019-0075,1,2019-08-30,23.0,SAN ANTONIO Y LUJAN,CALLE,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-08-30,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,2019-08-30 00:00:00
510,2019-0076,1,2019-09-05,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS,2019,2019-09-05,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,2019-09-05 00:00:00
511,2019-0077,1,2019-09-08,3.0,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO,2019,2019-09-08,2019,9,8,PEATON,PEATON,FEMENINO,28,2019-09-08 00:00:00
512,2019-0078,1,2019-09-12,8.0,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS,2019,2019-09-12,2019,9,12,PEATON,PEATON,FEMENINO,72,2019-09-15 00:00:00
513,2019-0079,1,2019-09-17,5.0,AGRELO Y COLOMBRES,CALLE,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-09-17,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,2019-09-17 00:00:00
514,2019-0080,1,2019-09-17,18.0,"CABILDO AV. y PAZ, GRAL. AV.",AVENIDA,13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO,2019,2019-09-17,2019,9,17,PEATON,PEATON,MASCULINO,76,2019-09-17 00:00:00
515,2019-0081,1,2019-09-23,16.0,ELCANO AV. 4300,AVENIDA,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-09-23,2019,9,23,PEATON,PEATON,MASCULINO,67,2019-10-07 00:00:00
516,2019-0082,1,2019-09-25,7.0,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-58.42985146,-34.66119740,BICICLETA-CARGAS,BICICLETA,CARGAS,2019,2019-09-25,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47,2019-09-25 00:00:00
517,2019-0083,1,2019-09-26,8.0,MONTE Y CORVALAN,CALLE,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO,2019,2019-09-26,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73,2019-09-26 00:00:00
518,2019-0084,1,2019-09-27,11.0,TANDIL Y LA FUENTE,CALLE,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS,2019,2019-09-27,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40,2019-09-27 00:00:00
519,2019-0085,1,2019-10-09,22.0,CARDOSO Y BACACAY,CALLE,10,-58.49261744,-34.63419130,BICICLETA-TREN,BICICLETA,TREN,2019,2019-10-09,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20,2019-10-09 00:00:00
520,2019-0086,1,2019-10-15,14.0,CORRIENTES AV. 6700,AVENIDA,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS,2019,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,2019-10-15 00:00:00
521,2019-0087,1,2019-10-21,21.0,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO,2019,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,2019-10-21 00:00:00
522,2019-0088,1,2019-10-22,20.0,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27,2019-10-22 00:00:00
523,2019-0089,1,2019-10-23,15.0,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS,2019,2019-10-23,2019,10,23,PEATON,PEATON,FEMENINO,92,2019-10-23 00:00:00
524,2019-0090,1,2019-10-24,18.0,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO,2019,2019-10-24,2019,10,24,PEATON,PEATON,MASCULINO,67,2019-10-26 00:00:00
525,2019-0091,1,2019-11-01,20.0,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35,2019-11-01 00:00:00
526,2019-0092,1,2019-11-03,10.0,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37,2019-11-03 00:00:00
527,2019-0093,1,2019-11-13,11.0,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO,2019,2019-11-13,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16,2019-11-13 00:00:00
528,2019-0094,1,2019-11-18,14.0,CAMARGO Y SERRANO,CALLE,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO,2019,2019-11-18,2019,11,18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD,2019-11-18 00:00:00
529,2019-0095,1,2019-11-20,15.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS,2019,2019-11-20,2019,11,20,CONDUCTOR,MOTO,MASCULINO,SD,2019-11-20 00:00:00
530,2019-0096,1,2019-11-22,19.0,CASEROS AV. Y PIEDRAS,AVENIDA,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS,2019,2019-11-22,2019,11,22,PEATON,PEATON,MASCULINO,73,2019-11-22 00:00:00
531,2019-0097,1,2019-11-25,8.0,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE,2019,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-11-25 00:00:00
532,2019-0098,1,2019-11-25,14.0,GUZMAN 365,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2019,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,2019-11-29 00:00:00
533,2019-0100,1,2019-12-05,17.0,de los constituyentes av. 4300,AVENIDA,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO,2019,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,2019-12-18 00:00:00
534,2019-0101,1,2019-12-17,4.0,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO,2019,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,2019-12-17 00:00:00
535,2019-0102,1,2019-12-17,14.0,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO,2019,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18,2019-12-18 00:00:00
536,2019-0103,1,2019-12-18,,"PAZ, GRAL. AV. Y GRIVEO",AVENIDA,11,-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO,2019,2019-12-18,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24,2019-12-18 00:00:00
537,2019-0104,1,2019-12-21,4.0,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO,2019,2019-12-21,2019,12,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-12-22 00:00:00
538,2019-0105,1,2019-05-05,11.0,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,2019,2019-05-05,2019,5,5,PEATON,PEATON,FEMENINO,82,2019-05-08 00:00:00
539,2020-0001,1,2020-01-04,10.0,URIARTE Y LOYOLA,CALLE,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO,2020,2020-01-04,2020,1,4,PEATON,PEATON,FEMENINO,87,2020-01-04 00:00:00
540,2020-0002,1,2020-01-05,20.0,SARAZA Y VARELA AV.,AVENIDA,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,2020-01-07 00:00:00
541,2020-0003,1,2020-01-11,6.0,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO,2020,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44,2020-01-11 00:00:00
542,2020-0004,1,2020-01-14,21.0,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-01-14,2020,1,14,PEATON,PEATON,MASCULINO,82,2020-01-15 00:00:00
543,2020-0005,1,2020-01-14,6.0,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,2020-02-10 00:00:00
544,2020-0006,1,2020-01-20,12.0,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS,2020,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,2020-01-20 00:00:00
545,2020-0007,1,2020-01-27,0.0,CHILE Y LIMA ,CALLE,1,-58.38156850,-34.61648696,PEATON-MOTO,PEATON,MOTO,2020,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52,2020-01-27 00:00:00
546,2020-0008,1,2020-01-30,7.0,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS,2020,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,2020-01-30 00:00:00
