,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
99,2016-0126,2,2016-09-18,22.0,IRIGOYEN Y TINOGASTA,CALLE,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,2016,2016-09-18,2016,9,18,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,60,SD
100,2016-0127,1,2016-09-24,10.0,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-09-24,2016,9,24,PEATON,PEATON,MASCULINO,50,SD
101,2016-0128,1,2016-10-02,11.0,CASTRO Y AV PAVON,AVENIDA,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-10-02,2016,10,2,PEATON,PEATON,FEMENINO,81,2016-10-02 00:00:00
102,2016-0130,1,2016-10-04,12.0,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,2016,2016-10-04,2016,10,4,CONDUCTOR,MOTO,MASCULINO,29,2016-10-04 00:00:00
103,2016-0131,1,2016-10-09,19.0,MIRAVE 3500,CALLE,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,2016,2016-10-09,2016,10,9,PEATON,PEATON,MASCULINO,35,SD
104,2016-0132,1,2016-10-10,2.0,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,2016,2016-10-10,2016,10,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,2016-10-10 00:00:00
105,2016-0133,1,2016-10-14,0.0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO,2016,2016-10-14,2016,10,14,CONDUCTOR,MOTO,MASCULINO,41,2016-10-25 00:00:00
106,2016-0134,1,2016-10-23,5.0,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-10-23,2016,10,23,CONDUCTOR,MOTO,MASCULINO,25,2016-10-23 00:00:00
107,2016-0135,1,2016-10-24,5.0,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD,2016,2016-10-24,2016,10,24,PEATON,PEATON,MASCULINO,29,2016-10-25 00:00:00
108,2016-0136,1,2016-10-25,0.0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4,.,.,MOTO-CARGAS,MOTO,CARGAS,2016,2016-10-25,2016,10,25,CONDUCTOR,MOTO,SD,SD,SD
109,2016-0137,1,2016-10-25,0.0,AV SAN MARTIN Y LADINES,AVENIDA,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,2016,2016-10-25,2016,10,25,CONDUCTOR,MOTO,MASCULINO,30,SD
110,2016-0138,1,2016-10-27,20.0,AV CABILDO Y BLANCO ENCALADA,AVENIDA,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,2016,2016-10-27,2016,10,27,CICLISTA,BICICLETA,FEMENINO,33,SD
111,2016-0139,1,2016-10-28,23.0,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,2016,2016-10-28,2016,10,28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35,SD
112,2016-0140,1,2016-10-31,2.0,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2016,2016-10-31,2016,10,31,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20,SD
113,2016-0142,1,2016-11-05,23.0,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-11-05,2016,11,5,CONDUCTOR,MOTO,MASCULINO,46,2016-11-05 00:00:00
114,2016-0143,1,2016-11-06,4.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD,2016,2016-11-06,2016,11,6,CONDUCTOR,MOTO,MASCULINO,35,SD
115,2016-0144,1,2016-11-07,12.0,AV. ALTE. BROWN 984,AVENIDA,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-11-07,2016,11,7,PEATON,PEATON,MASCULINO,83,SD
116,2016-0145,1,2016-11-07,20.0,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,2016,2016-11-07,2016,11,7,CONDUCTOR,MOTO,MASCULINO,39,2016-11-07 00:00:00
117,2016-0146,1,2016-11-09,20.0,PICHINCHA Y AV BRASIL,AVENIDA,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-11-09,2016,11,9,PEATON,PEATON,FEMENINO,29,SD
118,2016-0147,1,2016-11-16,21.0,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,2016,2016-11-16,2016,11,16,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55,2016-11-16 00:00:00
119,2016-0148,1,2016-11-16,22.0,AV GARMENDIA 4895,AVENIDA,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,2016,2016-11-16,2016,11,16,CONDUCTOR,MOTO,MASCULINO,SD,SD
120,2016-0150,1,2016-11-18,18.0,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,2016,2016-11-18,2016,11,18,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41,2016-11-18 00:00:00
121,2016-0151,1,2016-11-18,20.0,SD,CALLE,0,.,.,PEATON-SD,PEATON,SD,2016,2016-11-18,2016,11,18,PEATON,PEATON,SD,SD,SD
122,2016-0152,1,2016-11-23,21.0,AV PERITO MORENO Y ZUVIRIA,AVENIDA,7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,2016,2016-11-23,2016,11,23,CONDUCTOR,MOTO,MASCULINO,42,2016-11-24 00:00:00
123,2016-0153,1,2016-11-25,15.0,ARAOZ Y AV CORDOBA,AVENIDA,15,-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO,2016,2016-11-25,2016,11,25,PEATON,PEATON,FEMENINO,83,2016-11-25 00:00:00
124,2016-0154,1,2016-11-26,14.0,AV GRAL PAZ 15200,AVENIDA,8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,2016,2016-11-26,2016,11,26,CONDUCTOR,MOTO,MASCULINO,38,SD
125,2016-0155,1,2016-11-26,16.0,MADERO 900,CALLE,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,2016,2016-11-26,2016,11,26,PEATON,PEATON,FEMENINO,29,SD
126,2016-0156,1,2016-11-26,19.0,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-11-26,2016,11,26,CONDUCTOR,MOTO,MASCULINO,23,2016-11-30 00:00:00
127,2016-0157,1,2016-12-03,6.0,AV JUAN B JUSTO 5645,AVENIDA,11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,2016,2016-12-03,2016,12,3,CONDUCTOR,MOTO,MASCULINO,23,SD
128,2016-0159,1,2016-12-04,7.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD,2016,2016-12-04,2016,12,4,CONDUCTOR,AUTO,MASCULINO,23,SD
129,2016-0160,1,2016-12-06,5.0,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,2016,2016-12-06,2016,12,6,CONDUCTOR,CARGAS,MASCULINO,29,2016-12-06 00:00:00
130,2016-0161,1,2016-12-06,7.0,AV SANTA FE Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-12-06,2016,12,6,PEATON,PEATON,MASCULINO,50,2016-12-06 00:00:00
131,2016-0162,1,2016-12-07,5.0,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,2016,2016-12-07,2016,12,7,PEATON,PEATON,MASCULINO,38,2017-01-01 00:00:00
132,2016-0163,1,2016-12-10,7.0,AV GRAL PAZ Y AV GENERAL MOSCONI,AVENIDA,11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,2016,2016-12-10,2016,12,10,CONDUCTOR,MOTO,MASCULINO,23,SD
133,2016-0164,1,2016-12-11,6.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,2016,2016-12-11,2016,12,11,CONDUCTOR,AUTO,MASCULINO,29,SD
134,2016-0165,1,2016-12-12,8.0,AV MARTIN GARCIA 300,AVENIDA,4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2016,2016-12-12,2016,12,12,CICLISTA,BICICLETA,MASCULINO,37,SD
135,2016-0168,1,2016-12-13,10.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,2016,2016-12-13,2016,12,13,CONDUCTOR,MOTO,MASCULINO,43,2016-12-13 00:00:00
136,2016-0169,1,2016-12-15,15.0,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-12-15,2016,12,15,CONDUCTOR,MOTO,MASCULINO,24,2016-12-16 00:00:00
137,2016-0170,1,2016-12-19,17.0,AV GRAL PAZ 4500,AVENIDA,12,-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO,2016,2016-12-19,2016,12,19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2016-12-19 00:00:00
138,2016-0171,1,2016-12-25,19.0,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,2016,2016-12-25,2016,12,25,CONDUCTOR,MOTO,SD,SD,SD
139,2016-0172,1,2016-12-26,8.0,AV GARAY Y CASTRO,AVENIDA,5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,2016,2016-12-26,2016,12,26,CONDUCTOR,MOTO,MASCULINO,38,2016-12-26 00:00:00
140,2016-0173,1,2016-12-26,19.0,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,2016,2016-12-26,2016,12,26,CONDUCTOR,MOTO,MASCULINO,35,SD
141,2016-0174,1,2016-12-27,0.0,AUTOPISTA 25 DE MAYO,AUTOPISTA,0,.,.,SD-SD,SD,SD,2016,2016-12-27,2016,12,27,SD,SD,SD,SD,SD
142,2016-0175,1,2016-12-27,8.0,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,2016,2016-12-27,2016,12,27,PEATON,PEATON,FEMENINO,SD,SD
143,2016-0176,1,2016-12-28,1.0,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-12-28,2016,12,28,CONDUCTOR,MOTO,MASCULINO,28,SD
144,2016-0177,1,2016-12-29,4.0,ARENALES 3319,CALLE,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,2016,2016-12-29,2016,12,29,PEATON,PEATON,FEMENINO,27,SD
145,2016-0178,1,2016-12-30,16.0,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,2016,2016-12-30,2016,12,30,PEATON,PEATON,FEMENINO,7,SD
146,2017-0001,1,2017-01-02,1.0,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,2017,2017-01-02,2017,1,2,CONDUCTOR,MOTO,MASCULINO,18,2017-01-02 00:00:00
147,2017-0003,1,2017-01-05,3.0,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,2017,2017-01-05,2017,1,5,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33,2017-01-05 00:00:00
148,2017-0007,1,2017-01-11,17.0,LIMA Y MEXICO,CALLE,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE,2017,2017-01-11,2017,1,11,PEATON,PEATON,MASCULINO,48,2017-01-11 00:00:00
149,2017-0008,1,2017-01-16,0.0,JOSE A CABRERA Y BONPLAND,CALLE,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-01-16,2017,1,16,CONDUCTOR,MOTO,MASCULINO,29,2017-01-16 00:00:00
150,2017-0009,1,2017-01-16,13.0,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,2017,2017-01-16,2017,1,16,CONDUCTOR,MOTO,MASCULINO,36,2017-01-16 00:00:00
151,2017-0010,1,2017-01-16,16.0,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO,2017,2017-01-16,2017,1,16,CONDUCTOR,MOTO,MASCULINO,23,2017-01-16 00:00:00
152,2017-0011,1,2017-01-22,2.0,AV. GRAL. PAZ Y AV. R. BALBIN,AVENIDA,12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-01-22,2017,1,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29,2017-01-22 00:00:00
153,2017-0012,1,2017-01-24,14.0,TRAFUL Y DIOGENES TABORDA,CALLE,4,-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS,2017,2017-01-24,2017,1,24,CONDUCTOR,MOTO,MASCULINO,30,2017-01-24 00:00:00
154,2017-0013,1,2017-01-27,7.0,IRIARTE 3055,AVENIDA,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,2017,2017-01-27,2017,1,27,PEATON,PEATON,MASCULINO,4,2017-01-27 00:00:00
155,2017-0014,1,2017-01-28,8.0,AV. DONADO Y ARIAS,AVENIDA,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,2017,2017-01-28,2017,1,28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,2017-01-28 00:00:00
156,2017-0015,1,2017-02-02,15.0,CORDOBA AV. Y CALLAO,AVENIDA,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,2017,2017-02-02,2017,2,2,PEATON,PEATON,MASCULINO,82,2017-02-21 00:00:00
157,2017-0016,1,2017-02-03,5.0,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,2017,2017-02-03,2017,2,3,CONDUCTOR,MOTO,MASCULINO,27,2017-02-04 00:00:00
158,2017-0017,1,2017-02-06,8.0,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO,2017,2017-02-06,2017,2,6,CONDUCTOR,MOTO,MASCULINO,32,2017-02-06 00:00:00
159,2017-0018,1,2017-02-09,7.0,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AVENIDA,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,2017,2017-02-09,2017,2,9,CONDUCTOR,MOTO,MASCULINO,30,2017-02-09 00:00:00
160,2017-0021,1,2017-02-18,5.0,SARMIENTO Y LIBERTAD,CALLE,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-02-18,2017,2,18,CONDUCTOR,MOTO,MASCULINO,43,2017-02-18 00:00:00
161,2017-0024,1,2017-02-23,20.0,AV. RIVADAVIA 7121,AVENIDA,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-02-23,2017,2,23,PEATON,PEATON,MASCULINO,39,2017-02-23 00:00:00
162,2017-0025,1,2017-02-24,17.0,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,-58.43614426,-34.65424640,MOTO-SD,MOTO,SD,2017,2017-02-24,2017,2,24,CONDUCTOR,MOTO,MASCULINO,23,2017-02-24 00:00:00
163,2017-0026,2,2017-02-26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-02-26,2017,2,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,2017-02-26 00:00:00
164,2017-0026,2,2017-02-26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-02-26,2017,2,26,CONDUCTOR,AUTO,MASCULINO,19,2017-02-26 00:00:00
165,2017-0027,1,2017-02-26,21.0,AV. CASEROS 1429,AVENIDA,1,-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO,2017,2017-02-26,2017,2,26,PEATON,PEATON,MASCULINO,SD,2017-02-26 00:00:00
166,2017-0028,1,2017-02-28,9.0,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,2017,2017-02-28,2017,2,28,PEATON,PEATON,MASCULINO,87,2017-02-28 00:00:00
167,2017-0029,1,2017-03-07,2.0,MOZART Y TANDIL,CALLE,9,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO,2017,2017-03-07,2017,3,7,SD,SD,MASCULINO,34,2017-03-07 00:00:00
168,2017-0030,1,2017-03-07,8.0,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,2017-03-07,2017,3,7,CONDUCTOR,AUTO,FEMENINO,27,2017-03-07 00:00:00
169,2017-0031,1,2017-03-11,1.0,24 DE NOVIEMBRE Y PAVON ,CALLE,3,-58.40997560,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-03-11,2017,3,11,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70,2017-03-11 00:00:00
170,2017-0032,1,2017-03-12,5.0,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AVENIDA,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,2017,2017-03-12,2017,3,12,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40,2017-03-12 00:00:00
171,2017-0033,1,2017-03-12,7.0,AV. GRAL. PAZ KM. 10,AVENIDA,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,2017,2017-03-12,2017,3,12,CONDUCTOR,AUTO,MASCULINO,28,2017-03-12 00:00:00
172,2017-0034,1,2017-03-13,7.0,GODOY CRUZ 2651,CALLE,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,2017,2017-03-13,2017,3,13,PEATON,PEATON,MASCULINO,43,2017-03-13 00:00:00
173,2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-03-23,2017,3,23,CONDUCTOR,AUTO,MASCULINO,28,2017-03-23 00:00:00
174,2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-03-23,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32,2017-03-23 00:00:00
175,2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-03-23,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,2017-03-23 00:00:00
176,2017-0036,2,2017-03-29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-03-29,2017,3,29,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD,2017-03-29 00:00:00
177,2017-0036,2,2017-03-29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-03-29,2017,3,29,CONDUCTOR,MOTO,MASCULINO,20,2017-03-29 00:00:00
178,2017-0037,1,2017-03-31,3.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,2017,2017-03-31,2017,3,31,CONDUCTOR,MOTO,MASCULINO,41,2017-03-31 00:00:00
179,2017-0038,1,2017-04-01,19.0,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,2017,2017-04-01,2017,4,1,CONDUCTOR,MOTO,FEMENINO,40,2017-04-01 00:00:00
180,2017-0040,1,2017-04-03,9.0,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,2017,2017-04-03,2017,4,3,CONDUCTOR,AUTO,MASCULINO,43,2017-04-03 00:00:00
181,2017-0041,1,2017-04-03,23.0,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,2017,2017-04-03,2017,4,3,CONDUCTOR,MOTO,MASCULINO,17,SD
182,2017-0042,1,2017-04-10,9.0,AV. LEOPOLDO LUGONES PKM 6900,AVENIDA,14,.,.,MOTO-CARGAS,MOTO,CARGAS,2017,2017-04-10,2017,4,10,CONDUCTOR,MOTO,MASCULINO,SD,2017-04-10 00:00:00
183,2017-0045,1,2017-04-14,6.0,NOGOYA 5940,CALLE,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-04-14,2017,4,14,CONDUCTOR,MOTO,MASCULINO,21,2017-04-14 00:00:00
184,2017-0047,1,2017-04-23,6.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO,2017,2017-04-23,2017,4,23,CONDUCTOR,MOTO,MASCULINO,37,2017-04-23 00:00:00
185,2017-0049,1,2017-04-27,18.0,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-04-27,2017,4,27,PEATON,PEATON,MASCULINO,22,2017-04-27 00:00:00
186,2017-0050,2,2017-04-28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,.,.,MOTO-CARGAS,MOTO,CARGAS,2017,2017-04-28,2017,4,28,CONDUCTOR,MOTO,MASCULINO,46,2017-04-28 00:00:00
187,2017-0050,2,2017-04-28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,.,.,MOTO-CARGAS,MOTO,CARGAS,2017,2017-04-28,2017,4,28,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16,2017-04-28 00:00:00
188,2017-0051,1,2017-05-01,3.0,AU DELLEPIANE 2400,AUTOPISTA,7,.,.,AUTO-AUTO,AUTO,AUTO,2017,2017-05-01,2017,5,1,CONDUCTOR,AUTO,MASCULINO,33,2017-05-01 00:00:00
189,2017-0052,1,2017-05-05,3.0,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,2017,2017-05-05,2017,5,5,PEATON,PEATON,FEMENINO,47,2017-05-05 00:00:00
190,2017-0053,1,2017-05-05,20.0,VIEYTES Y VILLARINO,CALLE,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,2017,2017-05-05,2017,5,5,CONDUCTOR,MOTO,MASCULINO,28,2017-05-05 00:00:00
191,2017-0054,1,2017-05-07,21.0,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,2017,2017-05-07,2017,5,7,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20,2017-05-07 00:00:00
192,2017-0055,1,2017-05-09,8.0,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,2017,2017-05-09,2017,5,9,CONDUCTOR,AUTO,MASCULINO,32,2017-05-09 00:00:00
193,2017-0058,1,2017-05-09,23.0,AV. CORDOBA Y LIBERTAD,AVENIDA,1,-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO,2017,2017-05-09,2017,5,9,PEATON,PEATON,MASCULINO,80,2017-05-09 00:00:00
194,2017-0059,1,2017-05-11,9.0,BRASIL Y LIMA,CALLE,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-05-11,2017,5,11,PEATON,PEATON,FEMENINO,39,2017-05-11 00:00:00
195,2017-0060,1,2017-05-13,7.0,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-05-13,2017,5,13,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,2017-05-13 00:00:00
196,2017-0061,1,2017-05-15,13.0,PARAGUAY Y AV. CALLAO ,AVENIDA,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,2017,2017-05-15,2017,5,15,PEATON,PEATON,MASCULINO,47,2017-05-16 00:00:00
197,2017-0062,1,2017-05-15,16.0,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,2017,2017-05-15,2017,5,15,CONDUCTOR,MOTO,MASCULINO,35,2017-05-15 00:00:00
